,HGNC ID,Approved symbol,Approved name,Ensembl gene ID,UCSC gene ID
35184,HGNC:32976,SCAR3,"spinocerebellar ataxia, autosomal recessive 3",,
35185,HGNC:19065,SCAR6,"spinocerebellar ataxia, autosomal recessive 6",,
35186,HGNC:19000,SCARA3,scavenger receptor class A member 3,ENSG00000168077,uc003xga.2
35187,HGNC:28701,SCARA5,scavenger receptor class A member 5,ENSG00000168079,uc003xgj.4
35188,HGNC:1664,SCARB1,scavenger receptor class B member 1,ENSG00000073060,uc001ugm.5
35189,HGNC:1665,SCARB2,scavenger receptor class B member 2,ENSG00000138760,uc003hju.3
35190,HGNC:16820,SCARF1,scavenger receptor class F member 1,ENSG00000074660,uc002fsz.3
35191,HGNC:19869,SCARF2,scavenger receptor class F member 2,ENSG00000244486,uc062bss.1
35192,HGNC:32555,SCARNA1,small Cajal body-specific RNA 1,ENSG00000252947,uc001boy.1
35193,HGNC:32558,SCARNA2,small Cajal body-specific RNA 2,ENSG00000278249,uc057ixi.1
35194,HGNC:32577,SCARNA3,small Cajal body-specific RNA 3,ENSG00000252906,uc057nmy.1
35195,HGNC:32560,SCARNA4,small Cajal body-specific RNA 4,ENSG00000280466,uc057lts.1
35196,HGNC:32561,SCARNA5,small Cajal body-specific RNA 5,ENSG00000252010,uc002vue.2
35197,HGNC:32562,SCARNA6,small Cajal body-specific RNA 6,ENSG00000251791,uc002vuf.2
35198,HGNC:32563,SCARNA7,small Cajal body-specific RNA 7,ENSG00000238741,uc003fdo.3
35199,HGNC:32564,SCARNA8,small Cajal body-specific RNA 8,ENSG00000251733,uc003znn.1
35200,HGNC:32566,SCARNA9,small Cajal body-specific RNA 9,ENSG00000254911,uc001pdv.4
35201,HGNC:33559,SCARNA9L,small Cajal body-specific RNA 9 like,,
35202,HGNC:32567,SCARNA10,small Cajal body-specific RNA 10,ENSG00000239002,uc009zeo.1
35203,HGNC:32568,SCARNA11,small Cajal body-specific RNA 11,ENSG00000251898,uc001qpr.2
35204,HGNC:32569,SCARNA12,small Cajal body-specific RNA 12,ENSG00000238795,uc001qsg.3
35205,HGNC:32570,SCARNA13,small Cajal body-specific RNA 13,ENSG00000252481,uc001yel.4
35206,HGNC:32571,SCARNA14,small Cajal body-specific RNA 14,ENSG00000252712,uc010bhp.2
35207,HGNC:32572,SCARNA15,small Cajal body-specific RNA 15,ENSG00000277864,uc061xcp.1
35208,HGNC:32573,SCARNA16,small Cajal body-specific RNA 16,ENSG00000275143,uc061jcu.1
35209,HGNC:32574,SCARNA17,small Cajal body-specific RNA 17,ENSG00000251992,uc060pco.1
35210,HGNC:32559,SCARNA18,small Cajal body-specific RNA 18,ENSG00000238835,uc003khz.3
35211,HGNC:52236,SCARNA18B,small Cajal body-specific RNA 18B,ENSG00000238754,
35212,HGNC:32578,SCARNA20,small Cajal body-specific RNA 20,ENSG00000252577,uc060cwb.1
35213,HGNC:32579,SCARNA21,small Cajal body-specific RNA 21,ENSG00000252835,uc061hct.1
35214,HGNC:52237,SCARNA21B,small Cajal body-specific RNA 21B,ENSG00000251866,
35215,HGNC:32580,SCARNA22,small Cajal body-specific RNA 22,ENSG00000249784,uc003gej.3
35216,HGNC:32581,SCARNA23,small Cajal body-specific RNA 23,ENSG00000251869,uc004dbo.1
35217,HGNC:50385,SCARNA26A,small Cajal body-specific RNA 26A,,
35218,HGNC:51394,SCARNA26B,small Cajal body-specific RNA 26B,,
35219,HGNC:33614,SCARNA27,small Cajal body-specific RNA 27,,
35220,HGNC:50388,SCARNA28,small Cajal body-specific RNA 28,,
35221,HGNC:32411,SCART1,scavenger receptor family member expressed on T cells 1,ENSG00000214279,
35222,HGNC:19186,SCASI,spinocerebellar ataxia with saccadic intrusions,,
35223,HGNC:52930,SCAT1,S-phase cancer associated transcript 1,ENSG00000267123,
35224,HGNC:53976,SCAT2,S-phase cancer associated transcript 2,ENSG00000257596,
35225,HGNC:40967,SCAT8,S-phase cancer associated transcript 8,ENSG00000236345,
35226,HGNC:32973,SCAX2,"spinocerebellar ataxia, X-linked 2",,
35227,HGNC:32974,SCAX3,"spinocerebellar ataxia, X-linked 3",,
35228,HGNC:32975,SCAX4,"spinocerebellar ataxia, X-linked 4",,
35229,HGNC:24275,SCCPDH,saccharopine dehydrogenase (putative),ENSG00000143653,uc001ibr.4
35230,HGNC:10571,SCD,stearoyl-CoA desaturase,ENSG00000099194,uc001kqy.4
35231,HGNC:21088,SCD5,stearoyl-CoA desaturase 5,ENSG00000145284,uc003hna.3
35232,HGNC:10572,SCDP1,stearoyl-CoA desaturase pseudogene 1,ENSG00000226549,
35233,HGNC:10573,SCEL,sciellin,ENSG00000136155,uc001vki.4
35234,HGNC:39895,SCEL-AS1,SCEL antisense RNA 1,ENSG00000224347,uc058xpi.1
35235,HGNC:20726,SCFD1,sec1 family domain containing 1,ENSG00000092108,uc001wqm.3
35236,HGNC:30676,SCFD2,sec1 family domain containing 2,ENSG00000184178,uc003gzu.4
35237,HGNC:10575,SCG2,secretogranin II,ENSG00000171951,uc002vnm.4
35238,HGNC:13707,SCG3,secretogranin III,ENSG00000104112,uc002abh.4
35239,HGNC:10816,SCG5,secretogranin V,ENSG00000166922,uc001zha.3
35240,HGNC:40524,SCG5-AS1,SCG5 antisense RNA 1,ENSG00000241818,
35241,HGNC:12523,SCGB1A1,secretoglobin family 1A member 1,ENSG00000149021,uc001ntj.4
35242,HGNC:18392,SCGB1B1P,"secretoglobin family 1B member 1, pseudogene",,
35243,HGNC:20741,SCGB1B2P,"secretoglobin family 1B member 2, pseudogene",ENSG00000268751,uc010xry.3
35244,HGNC:20943,SCGB1B3P,"secretoglobin family 1B member 3, pseudogene",,
35245,HGNC:18394,SCGB1C1,secretoglobin family 1C member 1,ENSG00000188076,uc001loa.1
35246,HGNC:51242,SCGB1C2,secretoglobin family 1C member 2,ENSG00000268320,
35247,HGNC:18395,SCGB1D1,secretoglobin family 1D member 1,ENSG00000168515,uc001nsz.2
35248,HGNC:18396,SCGB1D2,secretoglobin family 1D member 2,ENSG00000124935,uc001ntb.4
35249,HGNC:31748,SCGB1D4,secretoglobin family 1D member 4,ENSG00000197745,uc001ntd.2
35250,HGNC:42735,SCGB1D5P,"secretoglobin family 1D member 5, pseudogene",ENSG00000248287,
35251,HGNC:7051,SCGB2A1,secretoglobin family 2A member 1,ENSG00000124939,uc001nta.2
35252,HGNC:7050,SCGB2A2,secretoglobin family 2A member 2,ENSG00000110484,uc001ntc.5
35253,HGNC:31898,SCGB2B1P,"secretoglobin family 2B member 1, pseudogene",,
35254,HGNC:27616,SCGB2B2,secretoglobin family 2B member 2,ENSG00000205209,uc002nvo.2
35255,HGNC:31895,SCGB2B3P,"secretoglobin family 2B member 3, pseudogene",ENSG00000269811,
35256,HGNC:18384,SCGB3A1,secretoglobin family 3A member 1,ENSG00000161055,uc003mly.4
35257,HGNC:18391,SCGB3A2,secretoglobin family 3A member 2,ENSG00000164265,uc003lot.3
35258,HGNC:16941,SCGN,"secretagogin, EF-hand calcium binding protein",ENSG00000079689,uc003nfb.4
35259,HGNC:15678,SCHIP1,schwannomin interacting protein 1,ENSG00000151967,uc003fcu.3
35260,HGNC:48603,SCHLAP1,SWI/SNF complex antagonist associated with prostate cancer 1,ENSG00000281131,
35261,HGNC:33504,SCIMP,SLP adaptor and CSK interacting membrane protein,ENSG00000161929,uc002gbh.4
35262,HGNC:21695,SCIN,scinderin,ENSG00000006747,uc003ssn.5
35263,HGNC:55341,SCIRT,stem cell inhibitory RNA transcript,ENSG00000237686,
35264,HGNC:20806,SCKL3,Seckel syndrome 3,,
35265,HGNC:26406,SCLT1,sodium channel and clathrin linker 1,ENSG00000151466,uc003igp.3
35266,HGNC:18161,SCLY,selenocysteine lyase,ENSG00000132330,uc010fyv.5
35267,HGNC:19003,SCMH1,Scm polycomb group protein homolog 1,ENSG00000010803,uc057fhs.1
35268,HGNC:10580,SCML1,Scm polycomb group protein like 1,ENSG00000047634,uc004cyc.5
35269,HGNC:10581,SCML2,Scm polycomb group protein like 2,ENSG00000102098,uc004cyl.3
35270,HGNC:44329,SCML2P1,SCML2 pseudogene 1,ENSG00000264127,
35271,HGNC:44330,SCML2P2,SCML2 pseudogene 2,ENSG00000271105,
35272,HGNC:21397,SCML4,Scm polycomb group protein like 4,ENSG00000146285,uc010kdf.5
35273,HGNC:10585,SCN1A,sodium voltage-gated channel alpha subunit 1,ENSG00000144285,uc061peu.1
35274,HGNC:54069,SCN1A-AS1,SCN1A and SCN9A antisense RNA 1,ENSG00000236107,
35275,HGNC:10586,SCN1B,sodium voltage-gated channel beta subunit 1,ENSG00000105711,uc002nxp.4
35276,HGNC:10588,SCN2A,sodium voltage-gated channel alpha subunit 2,ENSG00000136531,uc061pdo.1
35277,HGNC:10589,SCN2B,sodium voltage-gated channel beta subunit 2,ENSG00000149575,uc001psf.3
35278,HGNC:10590,SCN3A,sodium voltage-gated channel alpha subunit 3,ENSG00000153253,uc002ucx.4
35279,HGNC:20665,SCN3B,sodium voltage-gated channel beta subunit 3,ENSG00000166257,uc001pza.2
35280,HGNC:10591,SCN4A,sodium voltage-gated channel alpha subunit 4,ENSG00000007314,uc060iti.1
35281,HGNC:10592,SCN4B,sodium voltage-gated channel beta subunit 4,ENSG00000177098,uc001pse.4
35282,HGNC:10593,SCN5A,sodium voltage-gated channel alpha subunit 5,ENSG00000183873,uc062ihi.1
35283,HGNC:10594,SCN7A,sodium voltage-gated channel alpha subunit 7,ENSG00000136546,uc061pfq.1
35284,HGNC:10596,SCN8A,sodium voltage-gated channel alpha subunit 8,ENSG00000196876,uc001ryw.4
35285,HGNC:10597,SCN9A,sodium voltage-gated channel alpha subunit 9,ENSG00000169432,uc002udr.2
35286,HGNC:10582,SCN10A,sodium voltage-gated channel alpha subunit 10,ENSG00000185313,uc003ciq.4
35287,HGNC:10583,SCN11A,sodium voltage-gated channel alpha subunit 11,ENSG00000168356,uc062ihs.1
35288,HGNC:23136,SCNM1,sodium channel modifier 1,ENSG00000163156,uc001ewz.4
35289,HGNC:10599,SCNN1A,sodium channel epithelial 1 subunit alpha,ENSG00000111319,uc001qnx.4
35290,HGNC:10600,SCNN1B,sodium channel epithelial 1 subunit beta,ENSG00000168447,uc002dln.3
35291,HGNC:10601,SCNN1D,sodium channel epithelial 1 subunit delta,ENSG00000162572,uc001adt.2
35292,HGNC:10602,SCNN1G,sodium channel epithelial 1 subunit gamma,ENSG00000166828,uc002dlm.2
35293,HGNC:10603,SCO1,synthesis of cytochrome C oxidase 1,ENSG00000133028,uc002gmr.5
35294,HGNC:10604,SCO2,synthesis of cytochrome C oxidase 2,ENSG00000284194,uc021wsa.2
35295,HGNC:20335,SCOC,short coiled-coil protein,ENSG00000153130,uc003iib.2
35296,HGNC:50601,SCOC-AS1,SCOC antisense RNA 1,ENSG00000196951,
35297,HGNC:20339,SCOCP1,short coiled-coil protein pseudogene 1,ENSG00000258896,
35298,HGNC:10606,SCP2,sterol carrier protein 2,ENSG00000116171,uc001cur.3
35299,HGNC:16211,SCP2D1,SCP2 sterol binding domain containing 1,ENSG00000132631,uc002wrk.4
35300,HGNC:16210,SCP2D1-AS1,SCP2D1 antisense RNA 1,ENSG00000149443,uc061vrb.1
35301,HGNC:29507,SCPEP1,serine carboxypeptidase 1,ENSG00000121064,uc002iuv.5
35302,HGNC:17036,SCRG1,stimulator of chondrogenesis 1,ENSG00000164106,uc003ite.4
35303,HGNC:30377,SCRIB,scribble planar cell polarity protein,ENSG00000180900,uc003yzo.1
35304,HGNC:22192,SCRN1,secernin 1,ENSG00000136193,uc011jzz.3
35305,HGNC:30381,SCRN2,secernin 2,ENSG00000141295,uc002imd.4
35306,HGNC:30382,SCRN3,secernin 3,ENSG00000144306,uc002uiq.4
35307,HGNC:15950,SCRT1,scratch family transcriptional repressor 1,ENSG00000261678,uc033ccm.1
35308,HGNC:15952,SCRT2,scratch family transcriptional repressor 2,ENSG00000215397,uc002wec.3
35309,HGNC:10607,SCT,secretin,ENSG00000070031,uc001lqo.2
35310,HGNC:10608,SCTR,secretin receptor,ENSG00000080293,uc002tma.4
35311,HGNC:40516,SCTR-AS1,SCTR antisense RNA 1,ENSG00000231013,
35312,HGNC:13441,SCUBE1,"signal peptide, CUB domain and EGF like domain containing 1",ENSG00000159307,uc003bdt.3
35313,HGNC:40635,SCUBE1-AS1,SCUBE1 antisense RNA 1,ENSG00000203527,
35314,HGNC:40633,SCUBE1-AS2,SCUBE1 antisense RNA 2,ENSG00000236272,
35315,HGNC:30425,SCUBE2,"signal peptide, CUB domain and EGF like domain containing 2",ENSG00000175356,uc001mhi.3
35316,HGNC:13655,SCUBE3,"signal peptide, CUB domain and EGF like domain containing 3",ENSG00000146197,uc003okf.2
35317,HGNC:32322,SCX,scleraxis bHLH transcription factor,ENSG00000260428,
35318,HGNC:34218,SCYGR1,small cysteine and glycine repeat containing 1,ENSG00000284629,
35319,HGNC:34220,SCYGR2,small cysteine and glycine repeat containing 2,ENSG00000284643,
35320,HGNC:34222,SCYGR3,small cysteine and glycine repeat containing 3,ENSG00000284704,
35321,HGNC:34223,SCYGR4,small cysteine and glycine repeat containing 4,ENSG00000284631,
35322,HGNC:34224,SCYGR5,small cysteine and glycine repeat containing 5,ENSG00000284667,
35323,HGNC:34225,SCYGR6,small cysteine and glycine repeat containing 6,ENSG00000284725,
35324,HGNC:34226,SCYGR7,small cysteine and glycine repeat containing 7,ENSG00000284718,
35325,HGNC:34227,SCYGR8,small cysteine and glycine repeat containing 8,ENSG00000284635,
35326,HGNC:34219,SCYGR9,small cysteine and glycine repeat containing 9 (gene/pseudogene),ENSG00000285843,
35327,HGNC:34221,SCYGR10,small cysteine and glycine repeat containing 10 (gene/pseudogene),ENSG00000284622,
35328,HGNC:14372,SCYL1,SCY1 like pseudokinase 1,ENSG00000142186,uc001oea.2
35329,HGNC:19286,SCYL2,SCY1 like pseudokinase 2,ENSG00000136021,uc001thn.4
35330,HGNC:54685,SCYL2P1,SCYL2 pseudogene 1,ENSG00000213090,
35331,HGNC:19285,SCYL3,SCY1 like pseudokinase 3,ENSG00000000457,uc001ggs.5
35332,HGNC:10649,SCZD1,schizophrenia disorder 1,,
35333,HGNC:10650,SCZD2,schizophrenia disorder 2,,
35334,HGNC:10651,SCZD3,schizophrenia disorder 3,,
35335,HGNC:10652,SCZD4,schizophrenia disorder 4,,
35336,HGNC:10653,SCZD5,schizophrenia disorder 5,,
35337,HGNC:10654,SCZD6,schizophrenia disorder 6,,
35338,HGNC:10655,SCZD7,schizophrenia disorder 7,,
35339,HGNC:10656,SCZD8,schizophrenia disorder 8,,
35340,HGNC:17339,SCZD10,schizophrenia disorder 10 (periodic catatonia),,
35341,HGNC:25537,SDAD1,SDA1 domain containing 1,ENSG00000198301,uc003hje.6
35342,HGNC:41106,SDAD1-AS1,SDAD1 antisense RNA 1,ENSG00000245928,
35343,HGNC:31403,SDAD1P1,SDA1 domain containing 1 pseudogene 1,ENSG00000228451,
35344,HGNC:31404,SDAD1P2,SDA1 domain containing 1 pseudogene 2,ENSG00000230750,
35345,HGNC:39260,SDAD1P3,SDA1 domain containing 1 pseudogene 3,ENSG00000227707,
35346,HGNC:39261,SDAD1P4,SDA1 domain containing 1 pseudogene 4,ENSG00000236803,
35347,HGNC:10658,SDC1,syndecan 1,ENSG00000115884,uc002rdp.2
35348,HGNC:10659,SDC2,syndecan 2,ENSG00000169439,uc003yhv.2
35349,HGNC:10660,SDC3,syndecan 3,ENSG00000162512,uc001bse.3
35350,HGNC:10661,SDC4,syndecan 4,ENSG00000124145,uc002xnu.4
35351,HGNC:18903,SDC4P,syndecan 4 pseudogene,ENSG00000214161,
35352,HGNC:10662,SDCBP,syndecan binding protein,ENSG00000137575,uc003xtn.3
35353,HGNC:15756,SDCBP2,syndecan binding protein 2,ENSG00000125775,uc002wev.5
35354,HGNC:44314,SDCBP2-AS1,SDCBP2 antisense RNA 1,ENSG00000234684,uc002wex.4
35355,HGNC:44685,SDCBP2P1,syndecan binding protein 2 pseudogene 1,ENSG00000223389,
35356,HGNC:44684,SDCBPP1,syndecan binding protein pseudogene 1,ENSG00000226705,
35357,HGNC:44686,SDCBPP2,syndecan binding protein pseudogene 2,ENSG00000247570,
35358,HGNC:44687,SDCBPP3,syndecan binding protein pseudogene 3,ENSG00000232801,
35359,HGNC:10671,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8,ENSG00000054282,uc001hzw.4
35360,HGNC:26643,SDE2,SDE2 telomere maintenance homolog,ENSG00000143751,uc001hpu.5
35361,HGNC:10675,SDF2,stromal cell derived factor 2,ENSG00000132581,uc002hbw.4
35362,HGNC:10676,SDF2L1,stromal cell derived factor 2 like 1,ENSG00000128228,uc002zvf.4
35363,HGNC:24188,SDF4,stromal cell derived factor 4,ENSG00000078808,uc001adi.5
35364,HGNC:10680,SDHA,succinate dehydrogenase complex flavoprotein subunit A,ENSG00000073578,uc003jao.5
35365,HGNC:33867,SDHAF1,succinate dehydrogenase complex assembly factor 1,ENSG00000205138,uc002ocp.4
35366,HGNC:26034,SDHAF2,succinate dehydrogenase complex assembly factor 2,ENSG00000167985,uc001nrt.4
35367,HGNC:21752,SDHAF3,succinate dehydrogenase complex assembly factor 3,ENSG00000196636,
35368,HGNC:20957,SDHAF4,succinate dehydrogenase complex assembly factor 4,ENSG00000154079,
35369,HGNC:32455,SDHAP1,succinate dehydrogenase complex flavoprotein subunit A pseudogene 1,ENSG00000185485,
35370,HGNC:27408,SDHAP2,succinate dehydrogenase complex flavoprotein subunit A pseudogene 2,ENSG00000215837,
35371,HGNC:18781,SDHAP3,succinate dehydrogenase complex flavoprotein subunit A pseudogene 3,ENSG00000185986,
35372,HGNC:10681,SDHB,succinate dehydrogenase complex iron sulfur subunit B,ENSG00000117118,uc001bae.5
35373,HGNC:10682,SDHC,succinate dehydrogenase complex subunit C,ENSG00000143252,uc001gag.4
35374,HGNC:31734,SDHCP1,succinate dehydrogenase complex subunit C pseudogene 1,ENSG00000264444,
35375,HGNC:45177,SDHCP2,succinate dehydrogenase complex subunit C pseudogene 2,ENSG00000214549,
35376,HGNC:45178,SDHCP3,succinate dehydrogenase complex subunit C pseudogene 3,ENSG00000234946,
35377,HGNC:45179,SDHCP4,succinate dehydrogenase complex subunit C pseudogene 4,ENSG00000255035,
35378,HGNC:10683,SDHD,succinate dehydrogenase complex subunit D,ENSG00000204370,uc001pmz.5
35379,HGNC:10684,SDHDP1,succinate dehydrogenase complex subunit D pseudogene 1,ENSG00000267162,
35380,HGNC:10685,SDHDP2,succinate dehydrogenase complex subunit D pseudogene 2,ENSG00000227073,
35381,HGNC:10686,SDHDP3,succinate dehydrogenase complex subunit D pseudogene 3,ENSG00000244381,
35382,HGNC:10687,SDHDP4,succinate dehydrogenase complex subunit D pseudogene 4,ENSG00000236930,
35383,HGNC:10688,SDHDP5,succinate dehydrogenase complex subunit D pseudogene 5,ENSG00000229744,
35384,HGNC:10689,SDHDP6,succinate dehydrogenase complex subunit D pseudogene 6,ENSG00000224183,
35385,HGNC:31410,SDHDP7,succinate dehydrogenase complex subunit D pseudogene 7,,
35386,HGNC:38749,SDIM1,stress responsive DNAJB4 interacting membrane protein 1,,
35387,HGNC:19307,SDK1,sidekick cell adhesion molecule 1,ENSG00000146555,uc003smx.4
35388,HGNC:40883,SDK1-AS1,SDK1 antisense RNA 1,ENSG00000236708,
35389,HGNC:19308,SDK2,sidekick cell adhesion molecule 2,ENSG00000069188,uc010dfm.4
35390,HGNC:29958,SDR9C7,short chain dehydrogenase/reductase family 9C member 7,ENSG00000170426,uc010sqw.2
35391,HGNC:30311,SDR16C5,short chain dehydrogenase/reductase family 16C member 5,ENSG00000170786,uc003xsy.2
35392,HGNC:35413,SDR16C6P,"short chain dehydrogenase/reductase family 16C member 6, pseudogene",ENSG00000253542,
35393,HGNC:20275,SDR39U1,short chain dehydrogenase/reductase family 39U member 1,ENSG00000100445,uc001wpm.4
35394,HGNC:29834,SDR42E1,"short chain dehydrogenase/reductase family 42E, member 1",ENSG00000184860,uc002fgu.4
35395,HGNC:50378,SDR42E1P1,"short chain dehydrogenase/reductase family 42E, member 1 pseudogene 1",ENSG00000273994,
35396,HGNC:51833,SDR42E1P2,"short chain dehydrogenase/reductase family 42E, member 1 pseudogene 2",ENSG00000277213,
35397,HGNC:51834,SDR42E1P3,"short chain dehydrogenase/reductase family 42E, member 1 pseudogene 3",ENSG00000234276,
35398,HGNC:51835,SDR42E1P4,"short chain dehydrogenase/reductase family 42E, member 1 pseudogene 4",ENSG00000273849,
35399,HGNC:51832,SDR42E1P5,"short chain dehydrogenase/reductase family 42E, member 1 pseudogene 5",ENSG00000236785,
35400,HGNC:35414,SDR42E2,"short chain dehydrogenase/reductase family 42E, member 2",ENSG00000183921,uc059ryf.1
35401,HGNC:10691,SDS,serine dehydratase,ENSG00000135094,uc001tvg.4
35402,HGNC:30404,SDSL,serine dehydratase like,ENSG00000139410,uc009zwh.4
35403,HGNC:10692,SDU,skeletal dysplasia (unspecified),,
35404,HGNC:32942,SEBOX,SEBOX homeobox,ENSG00000274529,uc060cxq.1
35405,HGNC:44149,SEC1P,"secretory blood group 1, pseudogene",ENSG00000232871,
35406,HGNC:17718,SEC11A,"SEC11 homolog A, signal peptidase complex subunit",ENSG00000140612,uc002blb.3
35407,HGNC:31884,SEC11B,"SEC11 homolog B, signal peptidase complex subunit (pseudogene)",ENSG00000226098,
35408,HGNC:23400,SEC11C,"SEC11 homolog C, signal peptidase complex subunit",ENSG00000166562,uc002lht.4
35409,HGNC:10697,SEC13,"SEC13 homolog, nuclear pore and COPII coat complex component",ENSG00000157020,uc003bvn.5
35410,HGNC:44529,SEC13P1,"SEC13 homolog, nuclear pore and COPII coat complex component pseudogene 1",ENSG00000223899,
35411,HGNC:10698,SEC14L1,SEC14 like lipid binding 1,ENSG00000129657,uc021udx.2
35412,HGNC:44189,SEC14L1P1,SEC14 like 1 pseudogene 1,ENSG00000213693,
35413,HGNC:10699,SEC14L2,SEC14 like lipid binding 2,ENSG00000100003,uc032qlk.2
35414,HGNC:18655,SEC14L3,SEC14 like lipid binding 3,ENSG00000100012,uc003ahy.4
35415,HGNC:20627,SEC14L4,SEC14 like lipid binding 4,ENSG00000133488,uc003aid.4
35416,HGNC:29032,SEC14L5,SEC14 like lipid binding 5,ENSG00000103184,uc002cye.3
35417,HGNC:40047,SEC14L6,SEC14 like lipid binding 6,ENSG00000214491,uc021wnu.2
35418,HGNC:29006,SEC16A,"SEC16 homolog A, endoplasmic reticulum export factor",ENSG00000148396,uc064xcg.1
35419,HGNC:30301,SEC16B,"SEC16 homolog B, endoplasmic reticulum export factor",ENSG00000120341,uc001gli.2
35420,HGNC:20260,SEC22A,"SEC22 homolog A, vesicle trafficking protein",ENSG00000121542,uc003ege.4
35421,HGNC:10700,SEC22B,"SEC22 homolog B, vesicle trafficking protein",ENSG00000265808,uc031unv.2
35422,HGNC:53890,SEC22B2P,"SEC22 homolog B2, pseudogene",ENSG00000274423,
35423,HGNC:53891,SEC22B3P,"SEC22 homolog B3, pseudogene",ENSG00000275140,
35424,HGNC:53892,SEC22B4P,"SEC22 homolog B4, pseudogene",ENSG00000277406,
35425,HGNC:16828,SEC22C,"SEC22 homolog C, vesicle trafficking protein",ENSG00000093183,uc003clj.4
35426,HGNC:10701,SEC23A,"SEC23 homolog A, COPII coat complex component",ENSG00000100934,uc001wup.2
35427,HGNC:53213,SEC23A-AS1,SEC23A antisense RNA 1,ENSG00000258651,
35428,HGNC:10702,SEC23B,"SEC23 homolog B, COPII coat complex component",ENSG00000101310,uc002wqz.3
35429,HGNC:17018,SEC23IP,SEC23 interacting protein,ENSG00000107651,uc001leu.3
35430,HGNC:10703,SEC24A,"SEC24 homolog A, COPII coat complex component",ENSG00000113615,uc003kzs.4
35431,HGNC:53767,SEC24AP1,SEC24 homolog A pseudogene 1,ENSG00000267361,
35432,HGNC:10704,SEC24B,"SEC24 homolog B, COPII coat complex component",ENSG00000138802,uc003hzl.4
35433,HGNC:44003,SEC24B-AS1,SEC24B antisense RNA 1,ENSG00000247950,uc062yym.1
35434,HGNC:10705,SEC24C,"SEC24 homolog C, COPII coat complex component",ENSG00000176986,uc001jux.4
35435,HGNC:10706,SEC24D,"SEC24 homolog D, COPII coat complex component",ENSG00000150961,uc003ici.5
35436,HGNC:17052,SEC31A,"SEC31 homolog A, COPII coat complex component",ENSG00000138674,uc003hnm.4
35437,HGNC:23197,SEC31B,"SEC31 homolog B, COPII coat complex component",ENSG00000075826,uc001krc.2
35438,HGNC:18276,SEC61A1,SEC61 translocon subunit alpha 1,ENSG00000058262,uc003ekb.4
35439,HGNC:17702,SEC61A2,SEC61 translocon subunit alpha 2,ENSG00000065665,uc001ile.3
35440,HGNC:16993,SEC61B,SEC61 translocon subunit beta,ENSG00000106803,uc004azh.4
35441,HGNC:18277,SEC61G,SEC61 translocon subunit gamma,ENSG00000132432,uc064dsf.1
35442,HGNC:40835,SEC61G-DT,SEC61G divergent transcript,ENSG00000234707,
35443,HGNC:54783,SEC61GP1,SEC61G pseudogene 1,ENSG00000224219,
35444,HGNC:11846,SEC62,"SEC62 homolog, preprotein translocation factor",ENSG00000008952,uc003fgh.4
35445,HGNC:40586,SEC62-AS1,SEC62 antisense RNA 1,ENSG00000240373,uc062pvq.1
35446,HGNC:21082,SEC63,"SEC63 homolog, protein translocation regulator",ENSG00000025796,uc003psc.5
35447,HGNC:41953,SEC63P1,"SEC63 homolog, protein translocation regulator pseudogene 1",ENSG00000228057,
35448,HGNC:41954,SEC63P2,"SEC63 homolog, protein translocation regulator pseudogene 2",ENSG00000250416,
35449,HGNC:30972,SECISBP2,SECIS binding protein 2,ENSG00000187742,uc004aqj.3
35450,HGNC:28997,SECISBP2L,SECIS binding protein 2 like,ENSG00000138593,uc001zxd.4
35451,HGNC:10707,SECTM1,secreted and transmembrane 1,ENSG00000141574,uc002keo.4
35452,HGNC:30379,SEH1L,SEH1 like nucleoporin,ENSG00000085415,uc002krr.5
35453,HGNC:10717,SEL1L,SEL1L adaptor subunit of ERAD E3 ubiquitin ligase,ENSG00000071537,uc010tvv.3
35454,HGNC:15897,SEL1L2,SEL1L2 adaptor subunit of ERAD E3 ligase,ENSG00000101251,uc061vme.1
35455,HGNC:29108,SEL1L3,SEL1L family member 3,ENSG00000091490,uc003gru.5
35456,HGNC:10718,SELE,selectin E,ENSG00000007908,uc001ggm.5
35457,HGNC:10719,SELENBP1,selenium binding protein 1,ENSG00000143416,uc001exx.5
35458,HGNC:17705,SELENOF,selenoprotein F,ENSG00000183291,
35459,HGNC:18251,SELENOH,selenoprotein H,ENSG00000211450,uc021qjj.2
35460,HGNC:29361,SELENOI,selenoprotein I,ENSG00000138018,uc021veu.2
35461,HGNC:30394,SELENOK,selenoprotein K,ENSG00000113811,
35462,HGNC:53724,SELENOKP1,selenoprotein K pseudogene 1,ENSG00000267319,
35463,HGNC:53725,SELENOKP2,selenoprotein K pseudogene 2,ENSG00000219532,
35464,HGNC:53726,SELENOKP3,selenoprotein K pseudogene 3,ENSG00000225549,
35465,HGNC:30397,SELENOM,selenoprotein M,ENSG00000198832,
35466,HGNC:15999,SELENON,selenoprotein N,ENSG00000162430,uc021ojk.2
35467,HGNC:30395,SELENOO,selenoprotein O,ENSG00000073169,
35468,HGNC:53787,SELENOOLP,"selenoprotein O like, pseudogene",ENSG00000227932,
35469,HGNC:10751,SELENOP,selenoprotein P,ENSG00000250722,uc063dhe.1
35470,HGNC:30396,SELENOS,selenoprotein S,ENSG00000131871,uc059nyd.1
35471,HGNC:18136,SELENOT,selenoprotein T,ENSG00000198843,
35472,HGNC:53722,SELENOTP1,selenoprotein T pseudogene 1,ENSG00000233846,
